Year,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,Population,Life expectancy 
2000,121,2,5.58,,0,45.9,2,99,98,0.2,33347,75.7
2015,275,10,,67,38,48.6,12,74,73,0.6,7919825,62.9
2014,278,10,0.01,67,2299,47.9,13,64,73,0.7,7755785,62.7
2013,281,10,0.01,73,12,47.2,13,8,79,0.8,7592865,62.4
2012,284,10,0.01,68,0,46.4,13,81,74,1,743836,62.2
2011,285,10,0.88,66,0,45.7,13,69,72,1,7269348,62
2010,286,10,0.79,56,0,44.9,14,72,67,1.1,718239,61.8
2009,288,11,0.82,66,0,44.2,14,79,73,1.1,6947447,61.6
2008,29,11,0.81,59,0,43.4,14,76,63,1.3,6787187,61.4
2007,295,11,0.71,61,0,42.7,14,72,71,1.4,6627922,61.1
2006,299,11,0.64,71,1,41.9,14,67,72,1.5,647272,68
2005,37,11,0.84,63,1222,41.1,15,61,72,1.5,631479,64
2004,314,11,0.58,6,1385,4.4,15,59,62,1.5,6161517,59.9
2003,321,11,0.59,67,3863,39.6,14,62,68,1.4,61724,59.6
2002,327,11,0.61,6,17620,38.9,14,54,61,1.4,5862316,59.3
2001,331,11,0.68,59,4023,38.2,14,52,55,1.3,5716152,59.1
2000,335,11,0.73,57,7135,37.5,14,51,59,1.1,5572222,58.9
2015,146,2,,93,0,5.2,3,89,93,0.2,6639119,74
2014,147,3,0.01,87,0,49.4,3,83,87,0.2,6552584,73.9
2013,148,3,5.03,86,0,48.6,3,8,86,0.2,646574,73.8
2012,148,3,5.36,87,0,47.9,3,83,87,0.1,6379219,73.6
2011,15,3,5.79,89,0,47.1,3,84,89,0.1,6293783,73.4
2010,152,3,5.65,89,0,46.4,3,85,89,0.1,629877,73.2
2009,155,3,5.39,85,0,45.6,3,81,85,0.1,6127837,73
2008,157,3,6.14,87,0,44.9,4,85,89,0.1,647117,72.7
2007,159,3,5.61,86,0,44.2,4,95,95,0.1,5966159,72.5
2006,161,3,5.61,92,0,43.5,4,98,98,0.2,5882796,72.3
2005,163,3,6.38,92,0,42.8,4,96,96,0.2,5795494,72.1
2004,165,3,6.2,9,0,42,4,92,92,0.2,57374,71.9
2003,166,4,6.64,86,0,41.3,4,86,86,0.1,56795,71.7
2002,168,4,5.66,,0,4.6,4,87,87,0.1,558611,71.5
2001,17,4,6.66,,0,39.8,5,9,89,0.1,546624,71.2
2000,172,4,6.78,,0,39.1,5,86,86,0.1,5327,79
2015,123,8,,9,4,55.6,10,88,9,0.1,31376671,75.5
2014,125,8,0.01,88,0,54.9,10,78,88,0.1,3973354,75.3
2013,125,8,5.38,88,0,54.2,11,71,88,0.1,3565716,75.3
2012,129,9,5.14,95,0,53.6,11,94,95,0.1,3158966,74.9
2011,133,9,4.83,91,0,52.9,12,91,91,0.2,29759989,74.5
2010,14,10,4.72,93,0,52.2,12,92,93,0.2,29373646,73.7
2009,14,10,4.69,93,0,51.5,13,92,93,0.3,29157,73.8
2008,138,11,4.85,93,1,5.8,14,93,93,0.3,2864198,73.9
2007,133,11,4.29,93,0,5.2,15,93,93,0.3,28292724,74
2006,134,12,4.22,94,0,49.5,15,94,94,0.4,27949944,74.2
2005,148,13,4.44,94,0,48.8,16,66,77,0.4,276141,72.8
2004,151,14,4.27,92,0,48.1,18,81,86,0.4,27273194,72.2
2003,152,15,4.5,65,0,47.4,19,95,94,0.4,26937738,72.1
2002,144,16,4.03,,0,46.7,20,95,95,0.4,2661467,72.6
2001,142,17,4.22,,0,46.1,22,9,9,0.5,26261363,72.4
2000,154,18,4.59,,1,45.4,24,93,98,0.5,25914879,71.4
2015,211,52,,6,619,25.4,66,79,6,0.1,11716359,68.5
2014,214,54,4.52,67,58848,24.8,68,77,67,0.1,112249,68.4
2013,219,55,4.61,89,2920,24.3,69,84,89,0.1,9848132,68.1
2012,217,56,5.02,88,1536,23.7,71,88,88,0.1,96866642,68.1
2011,218,57,4.96,87,6538,23.1,72,87,87,0.1,9527794,68
2010,218,58,4.85,77,6368,22.6,74,78,79,0.1,93726624,67.9
2009,219,59,4.42,85,1469,22.1,76,86,87,0.1,9222879,68
2008,217,60,4.21,88,341,21.6,78,91,91,0.1,9751864,67.5
2007,216,62,4.19,87,530,21.1,80,87,87,0.1,8929349,67.5
2006,219,63,4.08,77,9,2.6,82,88,88,0.1,8789419,67.3
2005,223,65,4.22,49,118,2.1,84,9,89,0.1,86274237,67
2004,218,66,4.45,48,3025,19.6,86,85,88,0.1,84678493,67.3
2003,217,67,4.44,52,10511,19.2,87,85,84,0.1,8331954,67.2
2002,221,68,4.42,42,7003,18.7,89,77,79,0.1,813526,66.8
2001,221,68,4.54,45,7360,18.3,89,76,79,0.1,79665315,66.8
2000,219,69,4.73,7,7120,17.8,90,74,78,0.1,77991569,66.8
2015,117,2,,96,0,61.7,2,92,98,0.1,37986412,77.5
2014,12,2,10.71,96,0,61.1,2,94,98,0.1,3811735,77.3
2013,12,2,11.63,96,84,6.4,2,95,99,0.1,384196,77.1
2012,125,2,10.81,97,71,59.7,2,95,99,0.1,3863164,76.8
2011,128,2,10.93,98,0,59.1,2,96,99,0.1,3863255,76.7
2010,13,2,10.59,98,13,58.4,2,96,99,0.1,3842794,76.3
2009,136,2,10.7,98,115,57.8,3,96,99,0.1,3815163,75.7
2008,14,2,11.4,98,0,57.2,3,96,99,0.1,38125759,75.5
2007,144,2,10.9,98,40,56.6,3,99,99,0.1,381256,75.3
2006,144,2,10.4,98,120,56,3,99,99,0.1,38141267,75.2
2005,144,2,9.5,98,13,55.5,3,99,99,0.1,38165445,75
2004,143,2,9.19,98,11,55,3,99,99,0.1,38182222,74.9
2003,142,3,9.06,97,48,54.5,3,98,99,0.1,382457,74.7
2002,145,3,8.02,98,34,54,3,98,99,0.1,3823364,74.5
2001,149,3,7.74,95,133,53.6,3,98,98,0.1,3824876,74.2
2000,153,3,8.4,99,77,53.1,4,98,98,0.1,38258629,73.7
2015,76,0,,98,8,61.6,0,98,98,0.1,135876,81.1
2014,78,0,9.88,98,0,6.9,0,98,98,0.1,14162,89
2013,79,0,10,98,1,6.2,0,98,98,0.1,1457295,86
2012,81,0,11.96,98,23,59.5,0,98,98,0.1,1514844,83
2011,85,0,11.92,97,2,58.8,0,97,97,0.1,155756,82
2010,88,0,12.25,97,5,58.1,0,97,98,0.1,15731,79.6
2009,9,0,12.03,96,3,57.3,0,96,96,0.1,1568247,79.3
2008,92,0,12.35,97,1,56.5,0,97,97,0.1,1558177,79
2007,94,0,12.57,97,0,55.7,0,96,97,0.1,1542964,78.7
2006,96,0,13.11,97,0,54.9,0,97,97,0.1,1522288,78.5
2005,11,0,13.33,94,7,54.1,1,93,93,0.1,15333,77.7
2004,99,0,13.45,94,5,53.3,1,95,95,0.1,1483861,78
2003,15,0,14.21,94,8,52.5,1,96,99,0.1,1458821,77.3
2002,17,1,12,82,8,51.7,1,96,98,0.1,1419631,77.2
2001,11,1,12.22,7,0,5.9,1,96,97,0.1,1362722,76.9
2000,11,1,11.89,58,45,5.1,1,96,96,0.1,1289898,76.6
2015,68,0,,99,18,69.3,0,99,99,0.1,,78.2
2014,69,0,1.15,89,46,68.4,0,99,89,0.1,,78.1
2013,7,0,1.2,97,73,67.7,0,99,97,0.1,,77.9
2012,72,0,1.13,93,160,67,0,93,92,0.1,,77.8
2011,74,0,1.16,93,101,66.5,0,92,93,0.1,,77.5
2010,76,0,1.16,97,295,66,0,98,97,0.1,,77.3
2009,79,0,1.11,99,112,65.6,0,98,99,0.1,,77
2008,82,0,1.37,97,0,65.2,0,98,97,0.1,,76.8
2007,83,0,1.24,94,361,65.1,0,97,94,0.1,,76.7
2006,83,0,1.28,96,144,65,0,95,96,0.1,,76.6
2005,84,0,1.18,97,74,65.1,0,98,97,0.1,,76.6
2004,84,0,1.11,97,29,65,0,95,96,0.1,,76.6
2003,85,0,1,93,24,64.7,0,93,92,0.1,,76.5
2002,85,0,0.87,98,34,64.1,0,96,96,0.1,,76.4
2001,87,0,0.76,93,23,63.3,0,93,93,0.1,,76.3
2000,88,0,0.5,89,46,62.4,0,91,8,0.1,,76.2
2015,64,1,,98,7,31.7,2,98,98,0.1,,82.3
2014,66,1,0.01,99,442,31.2,2,99,99,0.1,,82
2013,68,1,9.33,99,107,3.8,2,99,99,0.1,,81.7
2012,69,1,9.56,99,2,3.4,2,99,99,0.1,,81.2
2011,72,2,9.34,99,42,3,2,98,99,0.1,,81.1
2010,74,2,9.23,94,114,29.5,2,95,94,0.1,,87
2009,75,2,8.97,94,17,29.1,2,95,94,0.1,,86
2008,75,2,9.31,94,2,28.6,2,92,94,0.1,,83
2007,77,2,9.05,91,194,28.2,2,91,91,0.1,,79.8
2006,79,2,8.83,99,28,27.7,2,98,98,0.1,,79.4
2005,84,2,9.03,99,7,27.2,3,96,96,0.1,,78.7
2004,89,3,9.18,92,11,26.7,3,9,88,0.1,,78.2
2003,95,3,9.66,91,33,26.2,3,94,97,0.1,,77.6
2002,99,3,9.55,92,62,25.7,4,99,97,0.1,,77.1
2001,17,3,11.45,89,23060,25.2,4,99,97,0.1,,76.7
2000,116,4,10.33,93,32647,24.7,4,99,97,0.1,,76
2015,157,1,,88,0,53.4,1,88,87,0.1,,72.1
2014,162,1,9.99,92,2,52.7,1,92,9,0.1,,71.8
2013,163,1,10.49,91,27,52.1,1,92,9,0.1,,71.7
2012,175,1,10.68,94,11,51.5,1,92,92,0.1,,79
2011,177,1,9.45,96,0,5.9,1,96,93,0.1,,77
2010,219,1,8.25,98,0,5.4,1,97,9,0.1,,68.8
2009,218,1,8.45,89,0,49.9,1,87,85,0.1,,69
2008,228,1,9.07,97,0,49.5,1,96,9,0.1,,68.9
2007,237,1,9.66,95,10,49.1,1,93,92,0.1,,68.3
2006,242,1,8.36,98,34,48.7,1,98,97,0.1,,68
2005,248,1,10.78,99,6,48.3,1,99,98,0.1,,67.3
2004,225,1,12.27,99,4,47.9,1,98,98,0.1,,68
2003,226,1,8.15,99,87,47.6,1,98,98,0.1,,67.6
2002,225,1,6.71,99,4929,47.2,1,98,97,0.1,,67.5
2001,228,1,10.98,94,457,46.8,1,98,97,0.1,,67.6
2000,235,1,9.89,92,687,46.5,2,97,95,0.1,,67.1
2015,133,2,,9,4,6.7,2,89,89,0.1,19815481,75
2014,135,2,0.01,94,59,59.9,2,94,94,0.1,1998979,74.8
2013,138,2,9.59,96,1159,59.2,2,88,92,0.1,19983693,74.6
2012,138,2,9.58,96,7450,58.4,2,92,91,0.1,25835,74.4
2011,139,2,9.1,96,4189,57.7,2,89,89,0.1,2147528,74.3
2010,153,2,9,98,193,56.9,2,94,94,0.1,2246871,73.4
2009,158,2,10.4,95,8,56.3,3,95,95,0.1,2367487,73.1
2008,159,2,11.9,97,12,55.6,3,95,96,0.1,2537875,73.1
2007,154,3,10.6,99,353,55,3,96,96,0.1,2882982,72.9
2006,157,3,8.51,99,3196,54.4,4,97,97,0.1,2119376,72.5
2005,162,3,7.68,98,5043,53.9,4,97,97,0.1,21319685,71.9
2004,165,4,9.82,99,117,53.4,4,97,97,0.1,21451748,71.7
2003,174,4,8.78,98,9,52.9,4,97,97,0.1,21574326,71.1
2002,178,4,9.62,99,14,52.4,5,98,98,0.1,2173496,77
2001,179,4,9.78,98,10,51.9,5,99,99,0.1,2213197,78
2000,175,4,10.16,98,35,51.4,5,99,99,0.1,22442971,77
2015,222,13,,97,843,6.5,15,97,97,0.1,1449687,75
2014,225,13,10.12,97,4711,59.9,15,97,97,0.1,143819666,73
2013,229,14,10.58,97,2339,59.3,16,98,97,0.2,14356911,70
2012,237,14,10.99,97,2123,58.7,16,98,97,0.3,14321676,69.6
2011,242,14,11.04,97,629,58.1,17,97,97,0.3,14296868,69.4
2010,256,15,11.05,97,129,57.5,17,98,97,0.2,142849449,68.4
2009,261,15,11.21,98,101,57,18,98,98,0.3,142785342,68.2
2008,278,16,12.04,98,27,56.6,18,98,98,0.3,14274235,67.5
2007,282,16,12.19,98,173,56.1,19,98,98,0.3,1428588,67.3
2006,3,17,11.79,98,1147,55.7,20,98,98,0.3,14349528,66.4
2005,327,18,11.57,97,454,55.3,20,98,98,0.3,143518523,65
2004,321,19,11.5,96,2444,55,21,98,97,0.3,1446754,64.9
2003,322,20,11.32,94,3291,54.7,22,97,96,0.4,144648257,64.6
2002,313,20,10.87,81,580,54.5,24,97,97,0.3,1453646,64.8
2001,38,21,10.47,43,2072,54.2,25,97,96,0.3,14597683,65.1
2000,37,22,10.18,,4800,54,26,97,96,0.2,146596557,65
2015,227,11,,98,1,21.4,15,99,98,0.4,11629553,66.1
2014,23,12,0.01,98,10,2.8,16,98,98,0.4,11345357,65.7
2013,233,12,0.01,98,17,2.1,17,98,98,0.5,1165151,65.2
2012,239,13,0.01,98,75,19.5,18,98,98,0.7,1788853,64.6
2011,247,14,8.34,97,31,18.9,20,93,97,1.3,151671,63.8
2010,26,16,7.92,97,121,18.3,23,93,97,2.3,1246842,62.8
2009,288,17,7.11,97,5,17.7,25,93,97,2.8,9977446,61
2008,282,18,6.39,97,6,17.1,28,97,97,3.7,978169,68
2007,295,20,6.78,97,26,16.5,30,98,97,5,944742,59.6
2006,328,22,6.88,99,494,15.9,34,99,99,6.2,92658,57.6
2005,37,24,7.01,95,129,15.4,38,95,95,7.1,8991735,55.3
2004,397,26,6.75,89,386,14.9,42,89,89,7.7,8818438,53.4
2003,48,29,6.66,96,1064,14.5,46,96,96,8.1,868346,52
2002,415,31,7.82,88,2738,14.1,50,85,88,8,853625,57
2001,438,33,5.72,,896,13.7,54,76,77,8.1,832946,48.6
2000,426,34,7.13,,2095,13.2,57,9,9,8.5,82573,48.3
2013,,0,8.54,97,0,5.2,0,96,96,0.1,,
2015,138,0,,99,0,47.5,0,99,99,0.1,,75.2
2014,139,0,9.97,99,0,46.7,0,99,99,0.1,,75
2013,141,0,9.73,99,0,45.9,0,99,99,0.1,,74.8
2012,142,0,9.99,98,0,45.2,0,98,98,0.1,,74.7
2011,143,0,10.43,99,0,44.5,0,99,99,0.1,,74.6
2010,147,0,10.87,97,0,43.8,0,97,97,0.1,,74.2
2009,147,0,11.09,95,0,43,0,95,95,0.1,,74.3
2008,149,0,12.09,96,0,42.2,0,96,96,0.1,,74.1
2007,151,0,12.68,99,0,41.3,0,99,99,0.1,,73.9
2006,155,0,13.45,85,0,4.4,0,85,85,0.1,,73.5
2005,16,0,12.32,95,0,39.6,0,95,95,0.2,,73.1
2004,166,0,11.93,91,0,39,0,91,91,0.2,,72.6
2003,171,0,12.55,84,0,38.4,0,91,9,0.2,,72.2
2002,174,0,11.85,14,0,37.9,0,9,74,0.1,,72
2001,178,0,12.03,,0,37.3,0,99,99,0.3,,71.8
2000,183,0,11.69,,0,36.8,0,7,7,0.4,,71.6
2015,156,0,,98,0,54.1,0,97,98,0.1,,73.2
2014,157,0,7.01,98,0,53.1,0,97,98,0.1,,73.1
2013,161,0,7.07,97,0,52.2,0,97,97,0.1,,72.7
2012,159,0,6.93,96,0,51.2,0,96,96,0.1,,72.8
2011,16,0,7.02,96,0,5.3,0,96,96,0.1,,72.7
2010,162,0,7,99,0,49.3,0,99,99,0.1,,72.5
2009,165,0,6.85,99,0,48.4,0,99,99,0.2,,72.3
2008,167,0,6.92,99,0,47.5,0,99,99,0.3,,72.1
2007,17,0,5.89,99,0,46.6,0,99,99,0.3,,71.9
2006,173,0,5.93,99,0,45.7,0,99,99,0.3,,71.7
2005,177,0,6.04,99,0,44.7,0,93,99,0.2,,71.4
2004,181,0,5.42,99,0,43.8,0,99,99,0.4,,71.2
2003,184,0,5.1,31,0,42.9,0,99,99,0.4,,71
2002,186,0,4.94,,0,42,0,99,99,0.4,,79
2001,186,0,4.73,,0,41,0,99,99,0.7,,79
2000,186,0,4.8,,0,4.1,0,99,98,0.7,,79
2015,125,0,,59,0,74.7,0,61,66,0.1,193759,74
2014,128,0,0.01,56,0,74.3,0,58,63,0.1,19229,73.8
2013,131,0,0.01,6,0,73.8,0,62,67,0.1,19757,73.6
2012,136,0,0.01,64,1,73.4,0,62,64,0.1,189194,73.2
2011,139,0,2.15,58,0,72.9,0,6,65,0.1,187665,73
2010,144,0,3.01,57,8,72.5,0,57,62,0.1,18625,72.6
2009,172,0,2.88,44,0,72,0,45,49,0.1,184826,76
2008,146,0,3.97,12,0,71.4,0,54,26,0.1,183526,72.5
2007,149,0,3.85,46,0,7.9,0,49,53,0.1,182286,72.2
2006,153,0,3.52,35,0,7.3,0,37,39,0.1,18194,72
2005,16,0,3.63,41,0,69.7,0,55,49,0.1,179929,71.6
2004,162,0,3.62,54,0,68.9,0,26,55,0.1,178781,71.4
2003,169,0,4.17,83,0,68.2,0,82,83,0.1,177662,79
2002,174,0,3.3,86,0,67.4,0,85,86,0.1,176582,76
2001,175,0,3.43,89,0,66.5,0,83,85,0.1,175566,75
2000,18,0,3,89,0,65.6,0,94,95,0.1,17461,72
2013,,0,0.01,69,0,,0,69,69,0.1,,
2015,19,0,,96,0,3.9,0,96,96,0.2,195553,67.5
2014,191,0,0.01,95,0,3.1,0,95,95,0.2,191266,67.3
2013,192,0,0.01,97,0,29.3,0,97,97,0.2,18745,67.1
2012,194,0,0.01,96,0,28.5,0,96,96,0.5,182889,66.9
2011,198,0,5.69,96,0,27.7,0,96,96,0.5,1788,66.6
2010,24,0,5.58,98,0,26.9,0,98,98,0.5,174776,66.2
2009,21,0,4.13,98,0,26.2,0,99,98,0.9,17813,65.8
2008,215,0,4.36,99,0,25.4,0,99,99,0.9,166913,65.4
2007,217,0,4.14,87,0,24.7,0,98,97,1.2,16311,65.1
2006,22,0,5.46,75,0,24,0,97,97,1.2,159328,64.7
2005,222,0,5.27,96,0,23.4,0,97,97,1.6,15563,64.3
2004,224,0,5.78,7,0,22.8,0,99,96,1.6,151969,63.8
2003,225,0,6.54,43,0,22.2,0,94,94,1.6,148372,63.4
2002,226,0,5.8,,0,21.7,0,92,92,1.4,144889,63.1
2001,225,0,5.02,,0,21.1,0,9,92,1.5,141622,62.8
2000,224,0,5.07,,0,2.7,0,87,82,1.5,13866,62.6
2015,88,7,,98,219,68.2,8,97,98,0.1,,74.5
2014,88,7,0.09,98,154,67.3,9,98,98,0.1,,74.4
2013,89,8,0.09,98,1164,66.4,9,98,98,0.1,,74.3
2012,9,8,0.09,98,294,65.6,9,98,98,0.1,,74.1
2011,92,8,0.09,98,362,64.7,9,98,98,0.1,,73.9
2010,94,8,0.09,98,334,63.9,9,98,98,0.1,,73.7
2009,97,8,0.09,98,82,63.1,10,98,98,0.1,,73.4
2008,98,9,0.09,98,158,62.4,10,98,98,0.1,,73.3
2007,99,9,0.1,96,4648,61.6,10,96,96,0.1,,73.2
2006,1,9,0.08,96,807,6.9,10,96,96,0.1,,73.2
2005,11,9,0.05,97,373,6.2,10,96,96,0.1,,73.1
2004,12,9,0.06,96,1880,59.4,11,96,96,0.1,,73.1
2003,13,9,0.05,95,1208,58.5,11,95,95,0.1,,73
2002,15,10,0.05,97,311,57.7,11,95,95,0.1,,72.9
2001,17,10,0.05,95,155,56.9,12,97,97,0.1,,72.8
2000,11,10,0.05,93,0,56.2,12,95,95,0.1,,72.6
2015,188,19,,89,58,24.3,26,85,89,0.3,14976994,66.7
2014,192,19,0.26,89,32,23.8,27,85,89,0.3,14546111,66.4
2013,196,20,0.26,92,17,23.2,28,89,92,0.3,141232,66
2012,2,20,0.28,91,46,22.7,29,83,91,0.4,1373513,65.6
2011,26,20,0.32,92,18,22.2,31,89,92,0.4,13391,64.9
2010,212,21,0.28,89,428,21.7,32,76,89,0.4,12916229,64.3
2009,219,21,0.3,86,999,21.2,33,83,86,0.5,1255917,63.5
2008,225,22,0.28,88,6,2.8,34,87,88,0.6,1223957,62.8
2007,23,22,0.32,94,11,2.3,36,93,94,0.7,11873557,62.1
2006,236,23,0.34,89,3,19.9,38,89,89,0.7,11556763,61.3
2005,242,23,0.33,84,0,19.5,40,84,84,0.7,11251266,65
2004,247,24,0.35,54,31,19.1,42,87,87,0.7,1955944,59.7
2003,251,25,0.33,,1519,18.7,44,73,73,0.7,16799,59
2002,252,25,0.36,,18184,18.3,47,6,6,0.7,1396861,58.4
2001,251,26,0.34,,24789,17.9,49,49,52,0.6,1134497,57.9
2000,25,27,0.29,,5839,17.5,50,49,52,0.5,988452,57.5
2015,121,1,,94,383,6,1,95,95,0.1,795383,75.6
2014,123,1,9.09,92,37,59.4,1,93,93,0.1,713576,75.4
2013,122,1,9.16,91,1,58.9,1,97,95,0.1,7164132,75.3
2012,126,1,9.38,97,0,58.3,1,93,91,0.1,719977,74.9
2011,127,1,9.56,94,370,57.7,1,94,94,0.1,723499,74.6
2010,128,1,9.65,89,20,57,1,91,91,0.1,7291436,74.4
2009,131,1,9.85,93,1,56.4,1,97,95,0.1,73287,74.1
2008,132,1,9.54,93,2,55.8,1,95,95,0.1,735222,74
2007,132,1,9.3,99,201,55.1,1,93,94,0.1,7381579,73.8
2006,133,1,8.58,93,2,54.5,1,97,92,0.1,7411569,73.6
2005,135,1,9.6,65,2,53.9,1,98,98,0.1,744769,73
2004,134,1,7.42,89,11,53.3,1,96,88,0.1,7463157,73
2003,134,1,7.25,,15,52.8,1,89,89,0.1,748591,73
2002,133,1,6.95,,63,52.2,1,95,95,0.1,7496522,72.9
2001,135,1,7.53,,35,51.7,1,93,93,0.1,753433,73.1
2000,141,1,7.38,,38,51.2,2,98,95,0.1,7516346,72.6
2015,168,0,,98,0,37.4,0,97,97,0.1,93419,73.2
2014,17,0,0.01,99,0,36.2,0,99,99,0.1,91359,73
2013,172,0,0.01,99,0,35.5,0,98,98,0.1,89949,72.9
2012,174,0,0.01,99,0,34.8,0,98,98,0.1,8833,72.7
2011,177,0,9.72,99,0,34.2,0,99,99,0.1,87441,72.6
2010,18,0,6.51,99,0,33.5,0,99,99,0.1,8977,72.4
2009,182,0,4.94,99,0,32.4,0,99,99,0.1,87298,72.3
2008,184,0,6.33,99,0,31.8,0,99,99,0.1,86956,72.2
2007,185,0,8.12,99,1,31.2,0,99,99,0.1,8533,72.2
2006,185,0,8.12,99,10,3.7,0,99,99,0.1,846,72.2
2005,185,0,7.82,99,0,3.1,0,99,99,0.1,82858,72.2
2004,186,0,7.91,99,0,29.2,0,99,99,0.1,82475,72.1
2003,185,0,7.41,99,0,28.7,0,99,99,0.1,82781,72.1
2002,186,0,11.15,99,0,28.1,0,99,99,0.1,83723,72.1
2001,187,0,6.72,96,0,27.6,0,96,96,0.1,8122,72
2000,188,0,8.24,98,0,27.1,0,98,98,0.1,81131,71.8
2015,413,22,,86,607,24.4,30,86,86,0.5,723725,51
2014,463,23,0.01,83,1006,23.8,32,83,83,0.6,779162,48.1
2013,47,23,0.01,92,15,23.3,33,92,92,0.8,692279,54
2012,411,25,0.01,91,678,22.7,35,91,91,0.9,676613,49.7
2011,418,26,3.78,89,1865,22.2,38,88,89,1.3,6611692,48.9
2010,424,27,3.84,86,1089,21.7,40,84,86,1.6,645872,48.1
2009,433,28,3.97,84,31,21.2,42,81,84,1.7,63126,47.1
2008,441,29,3.91,77,44,2.7,44,75,77,1.9,6165372,46.2
2007,45,29,3.86,63,0,2.2,45,63,64,2.2,615417,45.3
2006,464,30,3.8,,33,19.7,46,65,64,2.2,5848692,44.3
2005,48,30,3.83,,29,19.2,47,67,65,2.2,5658379,43.3
2004,496,30,3.99,,7,18.8,47,69,65,2.1,5439695,42.3
2003,57,30,4.07,,586,18.4,47,66,73,1.9,5199549,41.5
2002,513,30,4.06,,568,17.9,48,54,53,1.7,4957216,48
2001,519,30,4.21,,649,17.5,48,38,38,1.5,4739147,41
2000,533,29,3.97,,3575,17.2,48,46,44,1.2,4564297,39
2015,55,0,1.79,96,0,33.2,0,96,96,0.1,,83.1
2014,56,0,1.83,96,0,32.9,0,96,96,0.1,,82.9
2013,57,0,1.83,97,138,32.7,0,97,97,0.1,,82.7
2012,59,0,1.89,97,42,32.4,0,97,97,0.1,,82.5
2011,6,0,1.8,96,148,32.1,0,96,96,0.1,,82.2
2010,61,0,1.84,96,50,31.8,0,96,96,0.1,,82
2009,62,0,1.73,96,16,31.5,0,97,97,0.1,,81.7
2008,64,0,1.7,97,18,31.2,0,97,97,0.1,,81.4
2007,65,0,1.6,96,15,3.9,0,97,97,0.1,,81.1
2006,66,0,1.55,95,23,3.5,0,95,95,0.1,,87
2005,69,0,1.49,96,33,3.2,0,96,96,0.1,,82
2004,71,0,1.45,94,96,29.9,0,95,95,0.1,,79.7
2003,73,0,1.43,95,33,29.6,0,96,96,0.1,,79.3
2002,74,0,2.16,95,211,29.2,0,94,94,0.1,,79
2001,76,0,2.08,95,408,28.9,0,95,96,0.1,,78.7
2000,78,0,2.03,97,141,28.5,0,98,98,0.1,,78.3
2015,19,0,,96,1,59.1,0,96,96,0.1,,76.7
2014,113,0,10.6,97,0,58.4,0,97,97,0.1,,76.4
2013,114,0,9.89,98,0,57.8,0,98,98,0.1,,76.1
2012,118,0,10.12,99,0,57.2,0,99,99,0.1,,75.8
2011,122,0,10.24,99,0,56.5,0,99,99,0.1,,75.6
2010,124,0,10.13,99,0,55.9,0,99,99,0.1,,75.1
2009,131,0,10.63,99,0,55.3,0,99,99,0.1,,75
2008,136,0,11.37,99,0,54.8,0,99,99,0.1,,74.7
2007,14,0,10.58,99,0,54.2,0,99,99,0.1,,74.4
2006,138,0,10.28,99,0,53.7,0,99,99,0.1,,74.3
2005,141,0,10.81,99,0,53.1,0,99,99,0.1,,74
2004,138,0,10.03,99,2,52.6,0,99,99,0.1,,74.1
2003,144,0,9.85,99,1,52.1,0,98,99,0.1,,73.8
2002,145,0,10.78,99,0,51.6,0,98,99,0.1,,73.7
2001,145,0,10.73,99,0,51.1,1,99,99,0.1,,73.3
2000,147,0,11.06,98,0,5.7,1,98,99,0.1,,73
2015,74,0,,,18,6.1,0,95,95,0.1,263531,88
2014,76,0,10.46,,52,59.5,0,95,95,0.1,26198,87
2013,78,0,9.53,,1,58.9,0,95,95,0.1,259953,85
2012,81,0,10.95,,2,58.2,0,96,96,0.1,257159,82
2011,84,0,10.61,,22,57.6,0,96,96,0.1,252843,79.8
2010,87,0,10.32,,2,57,0,96,96,0.1,248583,79.5
2009,9,0,10.52,,0,56.4,0,96,96,0.1,239669,79.1
2008,96,0,10.94,,0,55.8,0,97,97,0.1,221316,78.9
2007,12,0,11.02,,0,55.2,0,97,97,0.1,218122,78.3
2006,17,0,12.26,,0,54.7,0,97,97,0.1,26868,78.1
2005,14,0,11.14,,0,54.1,0,95,95,0.1,2474,77.5
2004,113,0,10,,0,53.5,0,94,94,0.1,199712,77.2
2003,119,0,11.58,,0,52.9,0,95,95,0.1,1995733,76.5
2002,117,0,9.29,,0,52.3,0,93,93,0.1,199453,76.6
2001,124,0,10.8,,0,51.8,0,93,92,0.1,19926,76.2
2000,122,0,11.9,,0,51.2,0,93,91,0.1,1988925,76
2015,177,0,,98,0,5.5,0,99,98,0.1,587482,69.2
2014,183,0,0.01,88,0,49.7,0,94,88,0.1,57554,68.8
2013,182,0,0.01,94,0,48.9,0,99,94,0.1,563513,68.8
2012,184,0,0.01,99,0,48.1,0,99,99,0.1,551531,68.7
2011,186,0,0.99,99,0,47.2,0,99,99,0.1,539614,68.5
2010,188,0,1.1,9,0,46.4,0,94,9,0.1,52779,68.3
2009,192,0,1.21,92,0,45.5,0,98,92,0.1,51679,68.1
2008,193,0,1.09,89,0,44.7,0,94,89,0.1,54477,68
2007,2,0,0.85,9,0,43.8,0,93,9,0.1,49294,67.6
2006,2,0,0.99,99,0,43,0,99,99,0.1,481422,67.6
2005,24,0,0.9,83,0,42.1,0,9,89,0.1,469885,67.4
